2.475037208088764373e+01,2.423440132769968614e+01,2.367583346979040471e+01,2.354180396373419626e+01,2.531809984028393501e+01,2.538619664968979350e+01,2.425156065824830875e+01,2.431260274442985292e+01,2.585966557231404295e+01,2.584424343658173484e+01,2.488008567402931703e+01,2.558079324371647090e+01,2.627193863111500605e+01,2.776484376323122660e+01,2.626523840739127991e+01,2.832177561912732244e+01,2.756636586221031848e+01,3.034135488466796460e+01,2.659541194890300631e+01,2.846200652949067944e+01,2.693982380138561439e+01,2.910973337981926079e+01,2.545943188366271670e+01,2.753582460843176705e+01,2.553168232355847067e+01,2.762603134440189478e+01,2.386391179572586907e+01,2.467588522761224112e+01,2.490047729423821465e+01,2.573135868044670360e+01,2.124948273890299788e+01,2.164314320031405714e+01
2.385771701649372289e+01,2.582126508331913328e+01,2.420258898806332581e+01,2.191020282180613776e+01,2.443922600063478967e+01,2.605329570195721089e+01,2.483942266791677866e+01,2.313944972314118331e+01,2.540253976034551897e+01,2.620605282794554114e+01,2.597061113169064583e+01,2.404682534716545206e+01,2.692588015305398130e+01,2.720958550691977962e+01,2.938916132379279134e+01,2.574806620328888584e+01,3.117400646071087067e+01,2.893257988064317487e+01,3.126091584903906551e+01,2.604521345715187408e+01,2.996564460170520761e+01,2.769277055618613304e+01,2.953353980291467451e+01,2.443272100278130665e+01,2.804907061960767578e+01,2.654755709629057492e+01,2.649502250446079188e+01,2.207593056440822465e+01,2.539701824956142673e+01,2.554361434880212300e+01,2.378590267007723469e+01,1.700586458666435874e+01
2.514146397402640787e+01,2.492438823275278992e+01,2.385921370650197559e+01,2.397044882880499017e+01,2.531704890351181803e+01,2.536944813248828723e+01,2.460598144458862180e+01,2.462297261608898680e+01,2.579420053777636213e+01,2.636545909185184655e+01,2.536329705332190088e+01,2.577388976189610048e+01,2.698422070577794329e+01,2.848881554964253837e+01,2.781843395369514838e+01,3.152682319436144098e+01,3.026152584802537149e+01,3.715673818703788811e+01,3.077093293197998491e+01,3.782704110826557553e+01,3.065230364363185345e+01,3.591184860610854912e+01,2.801369608226980290e+01,3.299006917169236885e+01,2.719054256383310531e+01,3.054952702188887770e+01,2.437463483449920432e+01,2.693690884138948149e+01,2.507895523971006924e+01,2.604096519995033532e+01,2.239425936717327659e+01,2.290012463502876017e+01
2.418017514203717155e+01,2.576284233290141401e+01,2.446094343410680949e+01,2.265961919085413001e+01,2.485309806214809214e+01,2.592520441128590392e+01,2.499582817454682981e+01,2.332228532423926026e+01,2.579466755453256610e+01,2.644687014611110953e+01,2.612071235226090948e+01,2.471811647650520172e+01,2.724967199642247806e+01,2.833290510688868835e+01,3.088920350566695561e+01,2.781155829992081863e+01,3.688929405900262282e+01,3.295745759114009843e+01,4.320573167560684169e+01,3.211489511631145888e+01,4.037971621035222825e+01,3.256839732986685476e+01,3.654352303398457025e+01,2.740612578008568789e+01,3.230345671611650005e+01,2.758529113138257571e+01,2.838280664363770711e+01,2.312869853876043180e+01,2.593818307951670477e+01,2.591784805303956318e+01,2.483850543050476745e+01,2.086016253374265261e+01
2.537930307283681941e+01,2.521706728125178643e+01,2.436780840117933167e+01,2.431088403249384555e+01,2.567918035972701318e+01,2.544241867145854030e+01,2.499426324641359543e+01,2.507334244414613522e+01,2.612909007909007642e+01,2.662736758560498629e+01,2.587454241815817113e+01,2.618971137048941955e+01,2.822902965616140136e+01,2.846301345085203138e+01,2.975676576671850171e+01,3.208087615386079960e+01,3.598364528506789384e+01,4.337008927694409977e+01,4.332048749849030855e+01,5.922629297504721535e+01,3.893832130498748256e+01,5.152447856482370980e+01,3.344802446386904649e+01,3.992095904971779419e+01,2.870101197176103369e+01,3.436454894021903783e+01,2.493405706040579162e+01,2.753015976185281488e+01,2.555493670201241230e+01,2.622975752166524899e+01,2.579167939886912109e+01,2.694013108077132301e+01
2.437414318792195900e+01,2.603243901377726388e+01,2.459115687316273124e+01,2.345529189547983151e+01,2.523162593499040440e+01,2.643242857110317345e+01,2.552396857543476472e+01,2.422050205785876642e+01,2.626931706395242827e+01,2.685665144538057802e+01,2.652775228656003037e+01,2.585421589551538091e+01,2.771165477632757757e+01,2.960826328103161131e+01,3.096331300072205295e+01,3.121568750404730963e+01,3.999653837808699564e+01,4.463314435227272270e+01,6.469594155107421329e+01,5.127896330610548148e+01,6.633634028555610485e+01,4.076514146236621627e+01,4.517503608324699371e+01,3.224205187402856154e+01,3.668837737739050908e+01,2.874755622489237794e+01,2.975092477602953522e+01,2.309669340733330500e+01,2.606595329580540010e+01,2.588563576453350379e+01,2.848628281525350303e+01,2.602968006750865015e+01
-2.731499999999999773e+02,2.558576969336542106e+01,2.481237652012077888e+01,2.502300990793776236e+01,2.599948738565200301e+01,2.611554496018680993e+01,2.583626087300388008e+01,2.581726667357793303e+01,2.717243504311034030e+01,2.741225233176010079e+01,2.693415413790603452e+01,2.688192659344366575e+01,2.935742249417137373e+01,2.901731869015634402e+01,3.236672007039186383e+01,3.272154818812225585e+01,5.250051752669838834e+01,5.262531212535412806e+01,1.021739889002571999e+02,1.368699269182727676e+02,5.501953350245344154e+01,8.670031823379110847e+01,3.666606498232653166e+01,4.625459909984760998e+01,2.985927969606439092e+01,3.577565150833157759e+01,2.492023146167196046e+01,2.797471843541904946e+01,2.500811620929533774e+01,2.644607059113997138e+01,2.800922532100753415e+01,2.880984622789378591e+01
2.483234297603377172e+01,2.568931221805524956e+01,2.551367425207212136e+01,2.376107319499561754e+01,2.611797434304742183e+01,2.719660321514851375e+01,2.635425098005470090e+01,2.492501325298474057e+01,2.674386419957608041e+01,2.776970678872623921e+01,2.669059985501996835e+01,2.602116553876908256e+01,2.775994177225061321e+01,3.007248734505878929e+01,3.110475115118049416e+01,3.555488836191852897e+01,4.451552532344965130e+01,8.440717818102280035e+01,1.546562901788585123e+02,1.317771091433461947e+02,1.426327687736254006e+02,5.223606279529815311e+01,5.562427753955506660e+01,3.234274059069025498e+01,3.700664943987186462e+01,2.881644981143381301e+01,2.956241290772811681e+01,2.326486786285738617e+01,2.591124948789661175e+01,2.601105490112536245e+01,2.910613402765341107e+01,2.664368305024174788e+01
2.630902952931057825e+01,2.629190473578353249e+01,2.575934476747329427e+01,2.552749986914705005e+01,2.651342489122578172e+01,2.664724899116748702e+01,2.573208193168363778e+01,2.590119533008868302e+01,2.671092355805126317e+01,2.691785122730044577e+01,2.615833912099452618e+01,2.636244105973804608e+01,2.795774184330309708e+01,2.807707297548216729e+01,3.164376847236411550e+01,3.128582662177001339e+01,6.757538930565766577e+01,5.456015193242569694e+01,2.241185859640345939e+02,2.375090008079787935e+02,8.364204796669497455e+01,1.402733469789646961e+02,3.371987029358933796e+01,4.639742232478533879e+01,2.851286678928295260e+01,3.327457441690137330e+01,2.488401215033320568e+01,2.709407642634118929e+01,2.505880701195457050e+01,2.579639949973773128e+01,2.850431255139835685e+01,2.877949954283582201e+01
2.545915213470891558e+01,2.666057680647787720e+01,2.577611515063580327e+01,2.435400434680468607e+01,2.617439583300875938e+01,2.692901629474505398e+01,2.630233172500328465e+01,2.466138393525676520e+01,2.652454364689538124e+01,2.690539330865038892e+01,2.661045271093945530e+01,2.514183851922837221e+01,2.693887490441238697e+01,2.805407004817391226e+01,2.891328931818310366e+01,3.160961352116805756e+01,3.877894879609408463e+01,7.825012542092093781e+01,1.311162416813713207e+02,1.764906312932152446e+02,1.587941133449634208e+02,5.397926854240353123e+01,5.366731757440510364e+01,2.898652306759646535e+01,3.314128055908850001e+01,2.777899550786463578e+01,2.799925823422626081e+01,2.312237055455864265e+01,2.543807336446792533e+01,2.605792341348973196e+01,2.938468897671469904e+01,2.673756420444163950e+01
